,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALTHOLD1,A.ALTHOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
12,"('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.0007500094636766486)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.003901762082671234)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0054212898090399975)","('MAV_CMD_DO_SET_HOME', 0.006458087193794593)","('MAV_CMD_DO_SET_ROI_NONE', 0.004133473204839921)","('MAV_CMD_SET_CAMERA_MODE', 0.0007299245937287813)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.002783268308568565)","('MAV_CMD_DO_ADSB_OUT_IDENT', 0.005226489921245525)","('MAV_CMD_WAYPOINT_USER_5', 0.0007354988907785076)","('MAV_CMD_WAYPOINT_USER_1', 0.0010808359834711956)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.00010482179799820024)","('MAV_CMD_DO_SET_MISSION_CURRENT', 7.355851294121862e-05)","('MAV_CMD_DO_SET_MISSION_CURRENT', 7.355851294121862e-05)","('MAV_CMD_DO_SET_MISSION_CURRENT', 9.116381781881788e-05)","('MAV_CMD_PAYLOAD_CONTROL_DEPLOY', 0.0035035573976430756)","('MAV_CMD_NAV_VTOL_TAKEOFF', 0.0016021922832519797)","('MAV_CMD_NAV_VTOL_TAKEOFF', 0.0016021922832519797)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_WAYPOINT_USER_1', 0.001259590187237647)","('MAV_CMD_WAYPOINT_USER_4', 0.0011406350142169064)","('MAV_CMD_WAYPOINT_USER_4', 0.0012562153352915217)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0037199919685568794)","('MAV_CMD_NAV_VTOL_TAKEOFF', 0.0005585108959853535)","('MAV_CMD_WAYPOINT_USER_5', 0.0016896885616147772)","('MAV_CMD_VIDEO_STOP_CAPTURE', 0.0035298446716462983)","('MAV_CMD_WAYPOINT_USER_5', 0.0061506148348519085)","('MAV_CMD_DO_JUMP_TAG', 0.00208180854872253)","('MAV_CMD_DO_CHANGE_SPEED', 0.005361441332492611)"
13,"('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0007287492405964047)","('MAV_CMD_NAV_VTOL_TAKEOFF', 0.0038751736938492654)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.004686735785338625)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.00547226120097255)","('MAV_CMD_DO_JUMP_TAG', 0.003584549342434018)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.0006793554142155989)","('MAV_CMD_WAYPOINT_USER_1', 0.0013519095837620787)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.004158281588972579)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.0006591863647135154)","('MAV_CMD_WAYPOINT_USER_2', 0.0010808359834711956)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_NAV_GUIDED_ENABLE', 0.003481948967776427)","('MAV_CMD_DO_SET_HOME', 0.0013766069032628003)","('MAV_CMD_DO_SET_HOME', 0.0013766069032628003)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_WAYPOINT_USER_2', 0.001259590187237647)","('MAV_CMD_WAYPOINT_USER_5', 0.0011406350142169064)","('MAV_CMD_WAYPOINT_USER_5', 0.0012562153352915217)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0025855693388098233)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.0005457137928133182)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0012678134962379461)","('MAV_CMD_NAV_LOITER_TIME', 0.0034867797400677247)","('MAV_CMD_USER_1', 0.004162339393439796)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.0020627341191105097)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0050107529485797775)"
14,"('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.0005616931685937798)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0038736711762241693)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.004511998783758409)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0051931832756269)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.003409918955549429)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0006595523044836682)","('MAV_CMD_WAYPOINT_USER_2', 0.0013519095837620787)","('MAV_CMD_NAV_VTOL_TAKEOFF', 0.004129945159078496)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.0005499443371063117)","('MAV_CMD_WAYPOINT_USER_3', 0.0010808359834711956)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0034059883809490765)","('MAV_CMD_WAYPOINT_USER_1', 0.001304927910198872)","('MAV_CMD_WAYPOINT_USER_1', 0.001304927910198872)","('MAV_CMD_NAV_LOITER_TIME', 0.0)","('MAV_CMD_WAYPOINT_USER_3', 0.001259590187237647)","('MAV_CMD_SET_CAMERA_MODE', 0.0009934164192900719)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.0011258752807793426)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0014123053739297786)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0005302446587089893)","('MAV_CMD_USER_1', 0.0011434722302560152)","('MAV_CMD_DO_ENGINE_CONTROL', 0.002543843027826842)","('MAV_CMD_USER_2', 0.004162339393439796)","('MAV_CMD_OBLIQUE_SURVEY', 0.001743363330069303)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.004205188616089428)"
15,"('MAV_CMD_OVERRIDE_GOTO', 0.0005571646852378098)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.0036695392809991123)","('MAV_CMD_DO_SET_ROI_SYSID', 0.004323811171992986)","('MAV_CMD_USER_1', 0.005058910599859634)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 0.003133646462145423)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.00046650151390736916)","('MAV_CMD_WAYPOINT_USER_3', 0.0013519095837620787)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.003611119351812131)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0005343552814279784)","('MAV_CMD_WAYPOINT_USER_4', 0.0010808359834711956)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0033002751026107724)","('MAV_CMD_WAYPOINT_USER_2', 0.001304927910198872)","('MAV_CMD_WAYPOINT_USER_2', 0.001304927910198872)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_WAYPOINT_USER_4', 0.001259590187237647)","('MAV_CMD_DO_SET_ROI_NONE', 0.0008369835532594516)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.0009392923884609106)","('MAV_CMD_WAYPOINT_USER_1', 0.0013306239380657114)","('MAV_CMD_USER_1', 0.0004939092687574753)","('MAV_CMD_USER_2', 0.0011434722302560152)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.0024989204413194965)","('MAV_CMD_USER_3', 0.004162339393439796)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0016421745573695912)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.004187957468857806)"
16,"('MAV_CMD_FIXED_MAG_CAL_YAW', 0.0005409315239269796)","('MAV_CMD_DO_SET_ROI_SYSID', 0.0029965329079952863)","('MAV_CMD_OVERRIDE_GOTO', 0.004028652121171428)","('MAV_CMD_USER_2', 0.005058910599859634)","('MAV_CMD_SET_CAMERA_MODE', 0.002686554143157216)","('MAV_CMD_OVERRIDE_GOTO', 0.0003908481220344928)","('MAV_CMD_WAYPOINT_USER_4', 0.0013519095837620787)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.0028444624220599346)","('MAV_CMD_USER_1', 0.0004977382081498005)","('MAV_CMD_WAYPOINT_USER_5', 0.0010808359834711956)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.0029025437164833523)","('MAV_CMD_WAYPOINT_USER_3', 0.001304927910198872)","('MAV_CMD_WAYPOINT_USER_3', 0.001304927910198872)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_WAYPOINT_USER_5', 0.001259590187237647)","('MAV_CMD_USER_1', 0.0007719082044138625)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0009126666368093339)","('MAV_CMD_WAYPOINT_USER_2', 0.0013306239380657114)","('MAV_CMD_USER_2', 0.0004939092687574753)","('MAV_CMD_USER_3', 0.0011434722302560152)","('MAV_CMD_NAV_VTOL_TAKEOFF', 0.0018456326111787602)","('MAV_CMD_USER_4', 0.004162339393439796)","('MAV_CMD_DO_LAND_START', 0.0014663705575452823)","('MAV_CMD_SET_CAMERA_MODE', 0.003598088863629223)"
17,"('MAV_CMD_DO_SET_MISSION_CURRENT', 0.0005388861150078528)","('MAV_CMD_PAYLOAD_PREPARE_DEPLOY', 0.002520665964432345)","('MAV_CMD_PAYLOAD_PREPARE_DEPLOY', 0.0038403649555499575)","('MAV_CMD_USER_3', 0.005058910599859634)","('MAV_CMD_SET_STORAGE_USAGE', 0.002370106412205586)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.00037946064400318225)","('MAV_CMD_WAYPOINT_USER_5', 0.0013519095837620787)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0013466792089246171)","('MAV_CMD_USER_2', 0.0004977382081498005)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.000968692613583344)","('MAV_CMD_NAV_FOLLOW', 0.0)","('MAV_CMD_NAV_FOLLOW', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0025132158612497513)","('MAV_CMD_WAYPOINT_USER_4', 0.001304927910198872)","('MAV_CMD_WAYPOINT_USER_4', 0.001304927910198872)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.0011288999711136505)","('MAV_CMD_USER_2', 0.0007719082044138625)","('MAV_CMD_USER_1', 0.0008501255105584082)","('MAV_CMD_WAYPOINT_USER_3', 0.0013306239380657114)","('MAV_CMD_USER_3', 0.0004939092687574753)","('MAV_CMD_USER_4', 0.0011434722302560152)","('MAV_CMD_PANORAMA_CREATE', 0.0014538035980597996)","('MAV_CMD_USER_5', 0.004162339393439796)","('MAV_CMD_WAYPOINT_USER_1', 0.000895750773212356)","('MAV_CMD_VIDEO_STOP_CAPTURE', 0.0026231920784371976)"
18,"('MAV_CMD_SET_CAMERA_ZOOM', 0.0005151750911074338)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.002453425498961659)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0035865444055844797)","('MAV_CMD_USER_4', 0.005058910599859634)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0019183781466695082)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_USER_1', 0.0009148852054555734)","('MAV_CMD_DO_SET_ROI_NONE', 0.0012597561207015051)","('MAV_CMD_USER_3', 0.0004977382081498005)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.000808158429473016)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0023673220804132367)","('MAV_CMD_WAYPOINT_USER_5', 0.001304927910198872)","('MAV_CMD_WAYPOINT_USER_5', 0.001304927910198872)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_SET_CAMERA_MODE', 0.0010970183783439724)","('MAV_CMD_USER_3', 0.0007719082044138625)","('MAV_CMD_USER_2', 0.0008501255105584082)","('MAV_CMD_WAYPOINT_USER_4', 0.0013306239380657114)","('MAV_CMD_USER_4', 0.0004939092687574753)","('MAV_CMD_USER_5', 0.0011434722302560152)","('MAV_CMD_DO_SET_HOME', 0.0014311586284272426)","('MAV_CMD_SPATIAL_USER_1', 0.0037000092691403808)","('MAV_CMD_WAYPOINT_USER_2', 0.000895750773212356)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.002346793481050602)"
19,"('MAV_CMD_SET_CAMERA_FOCUS', 0.0005151750911074338)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0023540680424178895)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0023097528415035873)","('MAV_CMD_USER_5', 0.005058910599859634)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.001907357972202428)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_USER_2', 0.0009148852054555734)","('MAV_CMD_WAYPOINT_USER_1', 0.0008973987350018309)","('MAV_CMD_USER_4', 0.0004977382081498005)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0007852498805455133)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0023652309348620726)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.0011695336269327283)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.0011695336269327283)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_VTOL_TAKEOFF', 0.0009639015984548305)","('MAV_CMD_USER_4', 0.0007719082044138625)","('MAV_CMD_USER_3', 0.0008501255105584082)","('MAV_CMD_WAYPOINT_USER_5', 0.0013306239380657114)","('MAV_CMD_USER_5', 0.0004939092687574753)","('MAV_CMD_SPATIAL_USER_1', 0.0010164615258476672)","('MAV_CMD_DO_ADSB_OUT_IDENT', 0.0012737332375528654)","('MAV_CMD_SPATIAL_USER_2', 0.0037000092691403808)","('MAV_CMD_WAYPOINT_USER_3', 0.000895750773212356)","('MAV_CMD_DO_ENGINE_CONTROL', 0.0019529424647081184)"
20,"('MAV_CMD_DO_FLIGHTTERMINATION', 0.0003328973553722303)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.0017266364591222993)","('MAV_CMD_DO_SET_ROI_NONE', 0.0017190705729202005)","('MAV_CMD_SPATIAL_USER_1', 0.004496994200120841)","('MAV_CMD_PANORAMA_CREATE', 0.0018594087857245478)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_USER_3', 0.0009148852054555734)","('MAV_CMD_WAYPOINT_USER_2', 0.0008973987350018309)","('MAV_CMD_USER_5', 0.0004977382081498005)","('MAV_CMD_USER_1', 0.0007314400775605412)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_PATHPLANNING', 0.0023382941188243578)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.0009757155633318693)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.0009757155633318693)","('MAV_CMD_NAV_FOLLOW', 0.0)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0009151185371236714)","('MAV_CMD_USER_5', 0.0007719082044138625)","('MAV_CMD_USER_4', 0.0008501255105584082)","('MAV_CMD_USER_1', 0.0009004804534143984)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.00047425643745424573)","('MAV_CMD_SPATIAL_USER_2', 0.0010164615258476672)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0009490032676909843)","('MAV_CMD_SPATIAL_USER_3', 0.0037000092691403808)","('MAV_CMD_WAYPOINT_USER_4', 0.000895750773212356)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0017345380022235624)"
21,"('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.0017099299545038082)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.001618556151124051)","('MAV_CMD_SPATIAL_USER_2', 0.004496994200120841)","('MAV_CMD_DO_SET_HOME', 0.0018304459632750847)","('MAV_CMD_NAV_LOITER_TIME', 0.0)","('MAV_CMD_USER_4', 0.0009148852054555734)","('MAV_CMD_WAYPOINT_USER_3', 0.0008973987350018309)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.0004779330219409905)","('MAV_CMD_USER_2', 0.0007314400775605412)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 0.002089635922811861)","('MAV_CMD_DO_LAND_START', 0.0009494247355694707)","('MAV_CMD_DO_LAND_START', 0.0009494247355694707)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0)","('MAV_CMD_USER_1', 0.0008524093926710608)","('MAV_CMD_SPATIAL_USER_1', 0.0006861688202932648)","('MAV_CMD_USER_5', 0.0008501255105584082)","('MAV_CMD_USER_2', 0.0009004804534143984)","('MAV_CMD_SPATIAL_USER_1', 0.00043904850128206885)","('MAV_CMD_SPATIAL_USER_3', 0.0010164615258476672)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.0007819576495647906)","('MAV_CMD_SPATIAL_USER_4', 0.0037000092691403808)","('MAV_CMD_WAYPOINT_USER_5', 0.000895750773212356)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0017304829370575758)"
22,"('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_WAYPOINT_USER_1', 0.0016840785225092914)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.0011616971268711973)","('MAV_CMD_SPATIAL_USER_3', 0.004496994200120841)","('MAV_CMD_DO_ADSB_OUT_IDENT', 0.001629099539811274)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_USER_5', 0.0009148852054555734)","('MAV_CMD_WAYPOINT_USER_4', 0.0008973987350018309)","('MAV_CMD_SPATIAL_USER_1', 0.0004424521428171291)","('MAV_CMD_USER_3', 0.0007314400775605412)","('MAV_CMD_DO_ORBIT', 0.0)","('MAV_CMD_DO_ORBIT', 0.0)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0)","('MAV_CMD_OBLIQUE_SURVEY', 0.0012541567235994089)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0009480573382775193)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0009480573382775193)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0)","('MAV_CMD_USER_2', 0.0008524093926710608)","('MAV_CMD_SPATIAL_USER_2', 0.0006861688202932648)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.0008162987040932768)","('MAV_CMD_USER_3', 0.0009004804534143984)","('MAV_CMD_SPATIAL_USER_2', 0.00043904850128206885)","('MAV_CMD_SPATIAL_USER_4', 0.0010164615258476672)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.0007570240152541263)","('MAV_CMD_SPATIAL_USER_5', 0.0037000092691403808)","('MAV_CMD_RUN_PREARM_CHECKS', 0.000890878693693864)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.0014752383784456535)"
23,"('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_WAYPOINT_USER_2', 0.0016840785225092914)","('MAV_CMD_SET_CAMERA_MODE', 0.0011173112637213878)","('MAV_CMD_SPATIAL_USER_4', 0.004496994200120841)","('MAV_CMD_OBLIQUE_SURVEY', 0.001587728665672472)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_SPATIAL_USER_1', 0.0008132647101579682)","('MAV_CMD_WAYPOINT_USER_5', 0.0008973987350018309)","('MAV_CMD_SPATIAL_USER_2', 0.0004424521428171291)","('MAV_CMD_USER_4', 0.0007314400775605412)","('MAV_CMD_NAV_ROI', 0.0)","('MAV_CMD_NAV_ROI', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0010649622711843554)","('MAV_CMD_USER_1', 0.0008830910391985913)","('MAV_CMD_USER_1', 0.0008830910391985913)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_USER_3', 0.0008524093926710608)","('MAV_CMD_SPATIAL_USER_3', 0.0006861688202932648)","('MAV_CMD_SPATIAL_USER_1', 0.0007556981715514111)","('MAV_CMD_USER_4', 0.0009004804534143984)","('MAV_CMD_SPATIAL_USER_3', 0.00043904850128206885)","('MAV_CMD_SPATIAL_USER_5', 0.0010164615258476672)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0007355649534411812)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0033824290856269146)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.0008028111303582941)","('MAV_CMD_PANORAMA_CREATE', 0.0010803892059803033)"
24,"('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_WAYPOINT_USER_3', 0.0016840785225092914)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.0008318805053061373)","('MAV_CMD_SPATIAL_USER_5', 0.004496994200120841)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0013482135796923922)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_SPATIAL_USER_2', 0.0008132647101579682)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.0008042881059932006)","('MAV_CMD_SPATIAL_USER_3', 0.0004424521428171291)","('MAV_CMD_USER_5', 0.0007314400775605412)","('MAV_CMD_NAV_PATHPLANNING', 0.0)","('MAV_CMD_NAV_PATHPLANNING', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.0009369420093187086)","('MAV_CMD_USER_2', 0.0008830910391985913)","('MAV_CMD_USER_2', 0.0008830910391985913)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_USER_4', 0.0008524093926710608)","('MAV_CMD_SPATIAL_USER_4', 0.0006861688202932648)","('MAV_CMD_SPATIAL_USER_2', 0.0007556981715514111)","('MAV_CMD_USER_5', 0.0009004804534143984)","('MAV_CMD_SPATIAL_USER_4', 0.00043904850128206885)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.0009665401448929467)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.0005669464699089577)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0031148244779654055)","('MAV_CMD_SET_CAMERA_MODE', 0.0007801387074829469)","('MAV_CMD_DO_SET_HOME', 0.0010635606737127157)"
